,price_perc-2w,price_perc-4w,price_perc-6w,price_perc-8w,production_tons-1m_sum,production_tons-12m_sum,production_tons-3m_sum,production_tons-6m_sum,production_tons-9m_sum,tmin,tmax,tmed,prec,racha,prec-4w_sum,prec-13w_sum,prec-26w_sum,prec-52w_sum,tmed-4w_mean,freeze_damage,week_nr,increase
174,-0.0010877017750277277,0.01320048423239731,0.14568745864266314,0.22710243983816936,191.05999999999767,433622.23000000004,753.7699999999313,301005.93999999994,433079.97,9.7,31.5,18.170588235294115,105.0,12.5,0.49999999999986144,28.0000000000004,28.0000000000004,1412.3999999999996,28.021657509157485,0.0,37,1.0
177,0.046247601459349356,0.05321009890310377,0.15146540140216025,0.24003899417502156,191.05999999999767,433622.23000000004,753.7699999999313,301005.93999999994,433079.97,11.7,30.9,20.35,0.8,10.8,105.49999999999986,116.9000000000004,116.9000000000004,1516.0999999999997,25.057161710838155,0.0,38,-1.0
178,-0.0026824928614747065,0.04230609705516378,0.05721497686159029,0.19545732451673034,191.05999999999767,433622.23000000004,753.7699999999313,301005.93999999994,433079.97,12.3,30.7,19.025000000000002,22.7,13.9,106.29999999999986,117.7000000000004,117.7000000000004,1426.5999999999997,23.14347123464768,0.0,39,-1.0
180,-0.015121368881814489,0.027662792717597192,0.03450161323900873,0.131011577443133,191.05999999999767,433622.23000000004,753.7699999999313,301005.93999999994,433079.97,13.2,34.1,22.295652173913048,0.0,10.3,128.99999999999986,140.4000000000004,140.4000000000004,1449.0999999999997,20.90068277310922,0.0,40,1.0
183,0.009292929292929346,-0.008635442565843015,0.0360846121941104,0.05090450147244445,68.38999999995576,433288.76999999996,332.8399999998801,164398.51999999987,432331.1599999999,8.8,30.9,19.926923076923075,0.0,12.2,128.49999999999986,140.4000000000004,140.4000000000004,1432.7999999999997,19.960310102301765,0.0,41,-1.0
184,-0.031224979983987305,-0.037007560684440895,0.004825841768317189,0.011512688500364025,68.38999999995576,433288.76999999996,332.8399999998801,164398.51999999987,432331.1599999999,7.0,26.5,15.741666666666665,85.5,23.3,23.499999999999858,140.4000000000004,140.4000000000004,1368.8999999999996,20.399393812709004,0.0,42,1.0
186,0.022314049586776973,-0.00040404040404035953,-0.018160162092832523,0.026130236416424788,68.38999999995576,433288.76999999996,332.8399999998801,164398.51999999987,432331.1599999999,11.3,29.4,20.354166666666668,0.0,7.2,108.19999999999986,225.9000000000004,225.9000000000004,1418.0999999999997,19.24731047937567,0.0,43,-1.0
189,-0.02263540824575588,-0.03202562049639714,-0.037803422204536315,0.003995407188343465,68.38999999995576,433288.76999999996,332.8399999998801,164398.51999999987,432331.1599999999,5.7,26.2,14.330303030303025,3.9000000000000004,15.8,85.49999999999986,225.9000000000004,225.9000000000004,1306.0999999999997,19.579602146042337,0.0,44,-1.0
191,-0.015301902398676742,-0.016115702479338904,-0.0379797979797981,-0.05506845025991699,163.69000000000233,433440.26999999996,423.13999999986845,35635.1699999999,424742.8899999999,2.9,24.7,12.737931034482758,0.0,16.4,89.39999999999986,229.8000000000004,229.8000000000004,1281.4999999999998,17.58826486013983,0.0,45,-1.0
192,-0.04036119277614442,-0.07643492320129355,-0.08530824659727793,-0.09076800636689215,163.69000000000233,433440.26999999996,423.13999999986845,35635.1699999999,424742.8899999999,5.0,26.8,16.07575757575757,0.2,17.8,89.39999999999986,218.4000000000004,218.4000000000004,1281.0999999999997,15.79101684952975,0.0,46,-1.0
194,-0.055010344952620666,-0.10702776558405425,-0.1077657591662161,-0.12759318674030024,163.69000000000233,433440.26999999996,423.13999999986845,35635.1699999999,424742.8899999999,2.3,21.0,11.296774193548384,16.3,10.3,4.099999999999866,218.6000000000004,218.6000000000004,1281.2999999999997,15.874539576802478,0.0,47,-1.0
196,-0.0053733832874081474,-0.0980241004842355,-0.13193022766894305,-0.14027036959686354,163.69000000000233,433440.26999999996,423.13999999986845,35635.1699999999,424742.8899999999,-0.3,17.4,7.925806451612905,108.3,17.5,20.399999999999867,234.9000000000004,234.9000000000004,1231.6999999999996,13.610191458522905,0.03,48,1.0
198,0.004734592032619692,-0.05563803735187408,-0.10762090634627679,-0.1083584097294616,163.69000000000233,433440.26999999996,423.13999999986845,35635.1699999999,424742.8899999999,-0.9,20.6,10.474999999999998,0.30000000000000004,5.8,124.79999999999987,343.2000000000004,343.2000000000004,1311.3999999999996,12.009067313850377,0.09,49,-1.0
200,-0.011132556850891668,-0.011789394282517029,-0.10384245200567746,-0.1375298618534836,275.72000000003027,433587.77,507.79999999990105,1261.5699999999197,301513.73999999993,-3.6,14.9,6.132142857142857,255.8,20.0,125.09999999999987,343.0000000000004,343.0000000000004,1235.2999999999995,11.443334555229686,0.36,50,-1.0
202,-0.012928759827616595,-0.01929603355977711,-0.07822470743176853,-0.12896428205576846,275.72000000003027,433587.77,507.79999999990105,1261.5699999999197,301513.73999999993,-5.0,17.8,9.08421052631579,370.70000000000005,24.2,380.6999999999999,493.8000000000004,493.8000000000004,1487.1999999999994,8.957430875576009,0.5,51,-1.0
205,-0.06189657753891724,-0.08433355969407771,-0.0849417746748043,-0.17018059638807218,275.72000000003027,433587.77,507.79999999990105,1261.5699999999197,301513.73999999993,3.8,19.0,9.892857142857142,105.1,18.9,735.0999999999999,863.7000000000005,863.7000000000005,1857.6999999999994,8.404289958767858,0.0,52,1.0
207,0.014070250025306229,-0.06099639289995768,-0.06705359805249349,-0.1231126088669088,275.72000000003027,433587.77,507.79999999990105,1261.5699999999197,301513.73999999993,-3.3,14.6,5.449999999999998,144.50000000000003,23.6,731.9,946.1000000000005,946.1000000000005,1924.2999999999993,8.896052631578916,0.32999999999999996,53,1.0
208,0.005574643139171058,-0.043394054363171945,-0.06627356851680923,-0.06689377952218223,1147.469999999972,433918.04,1586.8799999999173,1919.7199999998847,165985.39999999988,-3.2,18.3,8.18235294117647,77.6,26.1,876.1,1090.6000000000006,1090.6000000000006,2056.6999999999994,7.639802631578916,0.32,1,1.0
213,0.0488040214449843,0.0694899290421349,-0.009679160686676595,-0.016067396520059455,1147.469999999972,433918.04,1586.8799999999173,1919.7199999998847,165985.39999999988,4.2,18.6,11.015,9.5,10.3,697.9000000000001,1168.2000000000005,1168.2000000000005,2130.899999999999,8.152355152587319,0.0,2,1.0
214,0.027380573656460277,0.08352767157077683,0.03076287768244874,0.006109723521589263,1147.469999999972,433918.04,1586.8799999999173,1919.7199999998847,165985.39999999988,-1.9,17.1,6.760714285714285,17.8,20.8,336.70000000000005,1092.2000000000005,1092.2000000000005,2100.099999999999,8.635052521008372,0.19,3,-1.0
218,-0.029367726247546053,0.04587653905756802,0.06650470695414525,-0.012443401436809094,1147.469999999972,433918.04,1586.8799999999173,1919.7199999998847,165985.39999999988,-1.4,18.9,9.083999999999998,47.599999999999994,15.3,249.40000000000006,1110.0000000000005,1110.0000000000005,2056.599999999999,7.852016806722658,0.13999999999999999,4,1.0
220,0.006852185498615952,0.00404180149978476,0.05891341848806332,0.007347270490099727,9161.24,435327.31999999995,10584.429999999915,11007.56999999987,46219.59999999989,-3.1,16.7,7.180952380952381,100.3,17.2,152.50000000000003,1153.7000000000003,1153.7000000000003,1915.4999999999989,8.76051680672266,0.31,5,-1.0
225,-0.0037418833092090894,-0.02637365364912592,0.04910271479023419,0.0697945136147384,9161.24,435327.31999999995,10584.429999999915,11007.56999999987,46219.59999999989,1.0,17.5,7.954166666666666,179.0,18.9,175.20000000000002,1254.0000000000002,1254.0000000000002,2004.7999999999988,8.510166666666638,0.0,6,-1.0
227,-0.009193538724726868,-0.006137235574437753,-0.008911362750605632,0.045252354360922786,9161.24,435327.31999999995,10584.429999999915,11007.56999999987,46219.59999999989,3.6,28.7,12.629629629629632,325.8000000000001,25.3,344.70000000000005,1432.8000000000002,1432.8000000000002,2183.799999999999,7.7449583333333045,0.0,7,1.0
229,0.029593051958249225,0.016310250492060675,-0.006777039636766917,0.07021847551108593,9161.24,435327.31999999995,10584.429999999915,11007.56999999987,46219.59999999989,5.5,19.6,11.503846153846155,170.6,19.7,652.7000000000003,1742.3000000000004,1742.3000000000004,2505.699999999999,9.212187169312141,0.0,8,-1.0
233,-0.003743845000742259,0.016308249316682465,0.019443216866302047,0.01659768805317321,86867.4,398689.85,97176.10999999988,97683.90999999987,98437.67999999988,-2.3,18.4,6.221428571428572,123.10000000000001,13.1,775.7000000000003,1804.6000000000004,1804.6000000000004,2521.4999999999986,9.817148707773681,0.22999999999999998,9,1.0
235,0.009929030759439843,0.035923003433117995,0.02255853913075221,-0.0006706919580728678,86867.4,398689.85,97176.10999999988,97683.90999999987,98437.67999999988,-0.2,26.9,13.55483870967742,25.4,11.9,798.5000000000003,1927.4000000000003,1927.4000000000003,2644.5999999999985,9.577267755392729,0.02,10,1.0
238,0.0035492048859183303,0.009719038450246423,0.030042106259166337,0.03321943811693234,86867.4,398689.85,97176.10999999988,97683.90999999987,98437.67999999988,4.3,26.5,13.662857142857142,29.700000000000003,18.9,644.9000000000003,1697.0000000000005,1697.0000000000005,2664.1999999999985,10.977435766145417,0.0,11,-1.0
242,-0.022683898579915582,-0.009476961084806168,0.016017532114234418,0.0029098687130759216,86867.4,398689.85,97176.10999999988,97683.90999999987,98437.67999999988,2.7,25.1,11.97142857142857,35.8,20.3,348.80000000000024,1356.0000000000005,1356.0000000000005,2662.2999999999984,11.235742644452294,0.0,12,-1.0
246,-0.005780708099097023,-0.024884834114281013,-0.018889813391554232,0.0008574312291561747,86867.4,398689.85,97176.10999999988,97683.90999999987,98437.67999999988,4.4,26.9,14.465714285714286,0.0,18.9,214.00000000000026,1286.7000000000005,1286.7000000000005,2659.3999999999987,11.352638248847898,0.0,13,1.0
251,0.050603215614907424,0.020835972851833324,0.03463101507678311,0.061260777678044394,208051.41999999998,470065.45999999996,304080.0599999999,305666.9399999999,305999.77999999985,5.9,26.5,15.277419354838708,46.6,12.5,90.90000000000025,1142.2000000000005,1142.2000000000005,2633.0999999999985,13.413709677419325,0.0,14,-1.0
257,-0.03476147087650314,0.008220586440865171,-0.011152577298134991,-0.005073130481893581,208051.41999999998,470065.45999999996,304080.0599999999,305666.9399999999,305999.77999999985,7.7,28.6,16.720000000000002,85.39999999999998,18.6,112.10000000000025,1111.2000000000005,1111.2000000000005,2502.1999999999985,13.844354838709647,0.0,15,1.0
261,0.01305175181630296,0.02731825828720989,-0.0017892406570755792,0.011700056292429055,208051.41999999998,470065.45999999996,304080.0599999999,305666.9399999999,305999.77999999985,11.3,35.2,21.334482758620695,0.30000000000000004,10.6,167.80000000000024,1187.1000000000004,1187.1000000000004,2568.9999999999986,14.608640552995363,0.0,16,-1.0
263,-0.008376398950338912,-0.030354166477030545,0.012824148039566266,-0.006637474072366992,208051.41999999998,470065.45999999996,304080.0599999999,305666.9399999999,305999.77999999985,3.6,29.0,14.42941176470588,7.999999999999999,18.1,132.30000000000024,1169.6000000000004,1169.6000000000004,2568.099999999999,16.949404099793394,0.0,17,1.0
267,0.01016194144123244,0.014774367317701048,0.029065132870292127,-9.186110600770621e-05,111688.09000000003,452826.51000000007,406606.9099999999,417191.3399999999,417614.47999999986,4.3,24.3,13.275,129.29999999999998,14.2,140.30000000000024,1130.0000000000005,1130.0000000000005,2549.599999999999,16.940328469541292,0.0,18,-1.0
270,-0.017271474506201128,-0.015600421286415894,-0.037418079792566,0.005445678769360237,111688.09000000003,452826.51000000007,406606.9099999999,417191.3399999999,417614.47999999986,6.1,36.7,20.4939393939394,0.0,18.1,223.00000000000026,1159.0000000000005,1159.0000000000005,2678.899999999999,16.439723630831615,0.0,19,-1.0
276,-0.011732261381695858,-0.018931836109693262,-0.014452253183364561,-0.0005730774333216972,111688.09000000003,452826.51000000007,406606.9099999999,417191.3399999999,417614.47999999986,11.2,33.0,20.846666666666657,43.99999999999999,14.7,137.60000000000028,980.0000000000005,980.0000000000005,2674.099999999999,17.383208479316465,0.0,20,-1.0
279,-0.022513361396206823,-0.050666054203031725,-0.04905178586175373,-0.07012804782055546,111688.09000000003,452826.51000000007,406606.9099999999,417191.3399999999,417614.47999999986,13.0,39.7,26.317857142857143,0.0,11.7,181.30000000000027,698.2000000000003,698.2000000000003,2716.999999999999,17.261254456327958,0.0,21,-1.0
285,-0.005226205056260956,-0.039030100958107286,-0.046030809702461394,-0.04167496139916422,111688.09000000003,452826.51000000007,406606.9099999999,417191.3399999999,417614.47999999986,9.0,34.9,19.881081081081078,175.70000000000002,17.5,173.30000000000027,527.6000000000003,527.6000000000003,2703.699999999999,20.233365800865773,0.0,22,-1.0
286,-0.005441663778403802,-0.03291326165684632,-0.060766425870955515,-0.059169332424024085,141659.95999999996,559837.1499999999,461399.46999999986,558575.5799999998,559083.3799999999,9.3,31.6,18.92258064516129,54.300000000000004,12.5,219.7000000000003,580.2000000000003,580.2000000000003,2878.5999999999985,21.88488607113604,0.0,23,-1.0
293,-0.031159868469628853,-0.04146777482711388,-0.07404012818322729,-0.08078578731158476,141659.95999999996,559837.1499999999,461399.46999999986,558575.5799999998,559083.3799999999,12.0,38.6,23.951612903225804,0.0,15.8,274.0000000000003,609.1000000000003,609.1000000000003,2916.799999999999,21.492046383941513,0.0,24,1.0
296,0.01625516093336833,-0.02076901733425386,-0.04781724447807794,-0.07524115755627017,141659.95999999996,559837.1499999999,461399.46999999986,558575.5799999998,559083.3799999999,15.7,40.0,26.87142857142857,18.599999999999998,13.6,230.00000000000028,579.4000000000002,579.4000000000002,2916.799999999999,22.268282943081303,0.0,25,1.0
301,0.002781641168289426,-0.012672443518078707,-0.023177045531523603,-0.05637094512480136,141659.95999999996,559837.1499999999,461399.46999999986,558575.5799999998,559083.3799999999,19.5,43.1,30.354838709677413,0.0,17.2,248.60000000000028,562.2000000000003,562.2000000000003,2935.3999999999987,22.406675800224157,0.0,26,-1.0
302,-0.002996984044458347,0.016027845578187632,-0.02098805114307031,-0.04803022815539537,10304.030000000028,569651.8599999999,263652.0799999999,567732.1399999999,569319.02,17.3,43.2,28.368965517241378,0.0,11.7,72.90000000000026,562.2000000000003,562.2000000000003,2935.3999999999987,25.02511520737324,0.0,27,-1.0
307,-0.019046428313953572,-0.01926584743046639,-0.034380153503087714,-0.04465379786471913,10304.030000000028,569651.8599999999,263652.0799999999,567732.1399999999,569319.02,16.8,41.7,28.38125,0.0,11.4,18.600000000000257,515.6000000000003,515.6000000000003,2935.3999999999987,27.386711425393262,0.0,28,1.0
309,0.012876818556766,-0.009392625948677085,0.009510161919221945,-0.02726828274180746,10304.030000000028,569651.8599999999,263652.0799999999,567732.1399999999,569319.02,18.2,43.8,29.621875,0.0,13.6,18.600000000000257,430.2000000000003,430.2000000000003,2935.3999999999987,28.494120699586812,0.0,29,-1.0
316,-0.0070813592415154576,-0.013450800421418618,-0.013671471164679073,-0.02887199337950875,10304.030000000028,569651.8599999999,263652.0799999999,567732.1399999999,569319.02,18.4,41.6,29.345454545454544,0.1,14.7,2.5934809855243657e-13,429.90000000000026,429.90000000000026,2935.3999999999987,29.18173230672967,0.0,30,1.0
317,0.01573832812085621,0.021532377792932787,-0.0009273706986831116,0.01813695132334181,199.80999999993946,569778.2799999998,152163.7999999998,558770.7099999998,569355.1399999999,16.0,42.7,28.912121212121217,46.099999999999994,22.2,0.10000000000025935,422.0000000000003,422.0000000000003,2935.4999999999986,28.929386265673955,0.0,31,-1.0
323,-0.005849162119946286,0.00264637387150497,-0.0037854694240738998,-0.004008302102872852,199.80999999993946,569778.2799999998,152163.7999999998,558770.7099999998,569355.1399999999,16.1,37.1,25.148275862068967,69.5,11.4,46.20000000000025,338.8000000000003,338.8000000000003,2970.1999999999985,29.065175189393912,0.0,32,-1.0
326,-0.0035062487228934586,0.006256510141026499,0.011996472925923818,-0.01025361600951068,199.80999999993946,569778.2799999998,152163.7999999998,558770.7099999998,569355.1399999999,17.1,43.4,29.367741935483874,0.0,11.4,115.70000000000024,408.3000000000003,408.3000000000003,3039.6999999999985,28.256931654911156,0.0,33,1.0
330,0.00800760722686553,-0.0014020452292851685,0.007131493689049262,0.0006708789456498101,199.80999999993946,569778.2799999998,152163.7999999998,558770.7099999998,569355.1399999999,16.9,42.2,27.069696969696974,0.0,13.3,115.70000000000024,364.3000000000003,364.3000000000003,3039.6999999999985,28.193398388782125,0.0,34,-1.0
333,-0.015242540092348916,-0.010837442428800772,-0.0011465080758160135,0.004551225865210632,199.80999999993946,569778.2799999998,152163.7999999998,558770.7099999998,569355.1399999999,11.5,40.0,23.799999999999997,0.0,14.4,115.60000000000025,364.3000000000003,364.3000000000003,3039.6999999999985,27.624458994842733,0.0,35,1.0
340,0.0211757587980235,0.013662979830839238,0.004200535024380957,0.012781950905019731,63.220000000088476,569650.44,10567.05999999994,471966.5299999999,569142.6399999999,13.5,39.1,24.766666666666662,27.7,13.9,69.50000000000026,188.60000000000028,188.60000000000028,3039.1999999999985,26.346428691812424,0.0,36,-1.0
342,-0.009730385182542144,-0.0041745306333950604,0.0002800773558858155,0.010079931272775167,63.220000000088476,569650.44,10567.05999999994,471966.5299999999,569142.6399999999,10.3,34.6,20.82592592592593,154.8,15.6,27.70000000000026,162.00000000000026,162.00000000000026,2961.8999999999983,26.251026392961847,0.0,37,1.0
348,0.006223322058601057,0.01753259332566916,0.010046617087299071,0.0006179306734641386,63.220000000088476,569650.44,10567.05999999994,471966.5299999999,569142.6399999999,7.3,32.8,19.650000000000002,0.2,11.1,182.50000000000028,316.8000000000003,316.8000000000003,3115.8999999999983,24.11557239057236,0.0,38,-1.0
351,-0.016578349426984197,-0.02008682264647232,-0.014589072334126992,-0.01018105152512208,63.220000000088476,569650.44,10567.05999999994,471966.5299999999,569142.6399999999,7.3,31.7,18.34857142857143,127.69999999999999,17.8,182.70000000000027,298.40000000000026,298.40000000000026,3093.3999999999983,22.260648148148118,0.0,39,1.0
353,0.03285230876919099,0.022050532984910456,0.0335376914245801,0.02593396585331677,59.029999999911524,569641.0799999998,322.05999999982305,263974.13999999984,568054.1999999998,7.8,26.3,15.743333333333334,62.099999999999994,10.3,310.40000000000026,426.10000000000025,426.10000000000025,3221.099999999998,20.897791005290976,0.0,40,-1.0
360,-0.024458692851337473,-0.009114089225990123,-0.01264919207784725,-0.007109713338201654,59.029999999911524,569641.0799999998,322.05999999982305,263974.13999999984,568054.1999999998,0.6,28.6,14.869696969696971,8.2,10.8,344.80000000000024,488.2000000000003,488.2000000000003,3283.199999999998,18.641957671957645,0.0,41,-1.0
364,-0.018609461808614856,-0.011160617936217082,-0.02150209774028305,-0.010504441486130205,59.029999999911524,569641.0799999998,322.05999999982305,263974.13999999984,568054.1999999998,1.1,26.7,14.113333333333333,230.5,23.1,198.20000000000022,496.40000000000026,496.40000000000026,3205.899999999998,17.152900432900406,0.0,42,1.0
368,0.015417897835458787,-0.027852096464160574,-0.012560868777892406,-0.0160836748354454,59.029999999911524,569641.0799999998,322.05999999982305,263974.13999999984,568054.1999999998,3.6,28.3,13.591176470588236,27.0,17.5,428.5000000000002,726.9000000000003,726.9000000000003,3436.399999999998,15.768733766233737,0.0,43,-1.0
369,-0.00637751418088407,-0.009833812861886039,-0.0023183610119917398,-0.012752314905442572,53.330000000074506,569530.72,175.5799999999581,152339.3799999999,558946.2899999999,2.8,19.5,10.748387096774191,111.20000000000002,20.8,327.80000000000024,753.8000000000003,753.8000000000003,3459.4999999999977,14.579385026737938,0.0,44,1.0
373,0.018089426961047164,0.02719323941867667,-0.016578537412320203,-0.0011099842823934232,53.330000000074506,569530.72,175.5799999999581,152339.3799999999,558946.2899999999,-0.6,18.8,8.322857142857146,78.89999999999999,11.1,376.9000000000002,818.9000000000003,818.9000000000003,3570.6999999999975,13.330648467598154,0.06,45,-1.0
378,-0.01402266287993404,-0.0025887301487407355,-0.006058208049657503,0.0014859009858073792,53.330000000074506,569530.72,175.5799999999581,152339.3799999999,558946.2899999999,-0.2,15.2,8.167857142857141,261.0,13.9,447.6000000000002,828.3000000000003,828.3000000000003,3649.399999999998,11.693938510888199,0.02,46,1.0
383,0.007034872704681606,0.010874799538029835,0.019914098394720695,-0.023547492461335112,53.330000000074506,569530.72,175.5799999999581,152339.3799999999,558946.2899999999,-3.6,12.6,5.183870967741934,116.39999999999998,15.6,478.10000000000014,1089.3000000000002,1089.3000000000002,3894.0999999999976,10.207569463269152,0.36,47,1.0
385,0.03850047006120526,0.031141201050343972,0.04309887866148342,0.03947047720124448,53.330000000074506,569530.72,175.5799999999581,152339.3799999999,558946.2899999999,3.3,22.6,13.74333333333333,500.9,25.3,567.5000000000001,1205.7000000000003,1205.7000000000003,3902.1999999999975,8.105743087557576,0.0,48,1.0
391,0.024233706049993795,0.07114994843337552,0.0752343525995211,0.08484915817046751,1971.859999999986,571226.8599999999,2084.2199999998556,12651.279999999912,474050.7499999999,-3.6,19.6,7.496774193548386,190.0,18.3,957.2,1706.6000000000004,1706.6000000000004,4402.799999999997,8.85447964669736,0.36,49,-1.0
396,-0.02638636944324911,0.035600869872484765,0.028262148698074127,0.04018643924271001,1971.859999999986,571226.8599999999,2084.2199999998556,12651.279999999912,474050.7499999999,-1.1,16.6,8.075757575757576,283.0,26.4,1068.3,1868.9000000000003,1868.9000000000003,4336.999999999997,8.64795890937017,0.11000000000000001,50,-1.0
400,-0.020778835599015694,-0.023512921865658263,0.02121622947097506,0.02511023126622994,1971.859999999986,571226.8599999999,2084.2199999998556,12651.279999999912,474050.7499999999,-3.9,19.3,8.48235294117647,106.3,13.9,1090.3,1997.1000000000006,1997.1000000000006,4249.299999999997,8.62493401759528,0.39,51,1.0
401,0.005872003292108529,-0.041018658466308165,0.020036984194507602,0.012808555528247464,1971.859999999986,571226.8599999999,2084.2199999998556,12651.279999999912,474050.7499999999,2.2,19.5,9.87,37.599999999999994,15.8,1080.1999999999998,2103.2000000000007,2103.2000000000007,4250.499999999997,9.449554510953915,0.0,52,-1.0
406,-0.026275277341045473,-0.04090923595016681,-0.043587116067327535,0.00022251294226900914,0.0,570079.3899999999,2025.1899999999441,2347.2499999998836,265999.3299999999,1.5,21.5,10.142424242424243,32.8,16.9,616.8999999999997,2013.1000000000006,2013.1000000000006,4143.599999999998,8.481221177620581,0.0,1,1.0
409,0.006090516670031183,-0.014592252071444602,-0.06052893313127378,-0.0007154547405713458,0.0,570079.3899999999,2025.1899999999441,2347.2499999998836,265999.3299999999,-4.4,18.8,7.782857142857144,0.4,15.8,459.6999999999997,1983.8000000000006,1983.8000000000006,4098.799999999997,9.142633689839545,0.44000000000000006,2,-1.0
414,-0.004929671296288397,-0.025174168851285875,-0.03982467584999651,-0.04250558417057341,0.0,570079.3899999999,2025.1899999999441,2347.2499999998836,265999.3299999999,-4.1,15.1,6.443333333333333,114.2,16.9,177.09999999999968,1976.0000000000007,1976.0000000000007,4089.699999999997,9.069408581614438,0.41,3,-1.0
418,-0.017698777537696147,-0.016587970560750044,-0.03680452488212252,-0.08170573804162014,0.0,570079.3899999999,2025.1899999999441,2347.2499999998836,265999.3299999999,-2.1,21.1,6.3031250000000005,2.5000000000000004,12.5,184.99999999999966,1859.7000000000007,1859.7000000000007,4186.099999999997,8.559653679653653,0.21000000000000002,4,1.0
422,0.012943763445728519,-0.0098892041890689,-0.030032801085464064,-0.04461028845002415,0.0,570079.3899999999,2025.1899999999441,2347.2499999998836,265999.3299999999,1.1,21.4,10.087878787878788,0.2,9.4,149.89999999999966,1835.2000000000007,1835.2000000000007,4140.999999999996,7.667934929653654,0.0,5,-1.0
427,-0.002759505508931459,-0.007729854731266483,-0.006607774685782136,-0.027029497508255083,209.83,561127.9799999999,2181.6899999998695,2357.269999999944,154521.0699999999,1.1,16.1,7.734285714285714,381.5,23.3,117.29999999999966,1724.2000000000007,1724.2000000000007,4040.899999999996,7.654298566017291,0.0,6,1.0
430,0.00016449037776481175,0.010314699265131462,-0.01245900610900385,-0.03255032092323431,209.83,561127.9799999999,2181.6899999998695,2357.269999999944,154521.0699999999,3.6,25.2,12.484848484848483,10.399999999999999,12.5,498.3999999999997,2026.8000000000006,2026.8000000000006,4243.399999999996,7.642155708874433,0.0,7,1.0
433,0.02160507841516429,0.018953534059690053,0.013874964814270724,0.015021476046175349,209.83,561127.9799999999,2181.6899999998695,2357.269999999944,154521.0699999999,-1.6,18.1,6.98529411764706,6.6,23.1,394.5999999999997,1776.2000000000007,1776.2000000000007,3927.9999999999955,9.15253449675322,0.16,8,1.0
438,0.0031830800396610583,0.025025508252114526,0.03542802016263879,0.012088230407565594,209.83,561127.9799999999,2181.6899999998695,2357.269999999944,154521.0699999999,2.1,22.6,10.857142857142856,114.50000000000003,19.2,398.6999999999997,1666.4000000000005,1666.4000000000005,3763.9999999999955,9.323076776164983,0.0,9,-1.0
442,-0.002394553661037217,0.022402854236951632,0.019749239279028472,0.014666704156932461,7943.77,482204.34999999986,8153.599999999884,10237.819999999856,20804.879999999917,2.2,28.0,11.808571428571428,33.5,17.5,512.9999999999997,1280.0000000000005,1280.0000000000005,3755.3999999999955,9.515392793481,0.0,10,-1.0
445,-0.017392461813435883,-0.016625139339386225,0.004786002083634685,0.014983112565330357,7943.77,482204.34999999986,8153.599999999884,10237.819999999856,20804.879999999917,4.6,27.9,14.061764705882354,18.899999999999995,22.2,164.99999999999966,1123.5000000000005,1123.5000000000005,3763.4999999999955,10.533964222052429,0.0,11,1.0
451,0.010056537421653973,-0.009887400904835749,0.014723757820092088,0.012090073719199176,7943.77,482204.34999999986,8153.599999999884,10237.819999999856,20804.879999999917,6.6,32.3,16.263636363636365,21.6,15.6,173.49999999999966,859.4000000000005,859.4000000000005,3752.6999999999957,10.928193277310896,0.0,12,1.0
453,0.0071975802823618954,-0.0003673118712190591,0.00041330561601443736,0.02219542719031089,7943.77,482204.34999999986,8153.599999999884,10237.819999999856,20804.879999999917,9.5,33.3,20.06285714285714,34.1,23.3,188.49999999999966,774.7000000000006,774.7000000000006,3738.4999999999955,13.247778838808223,0.0,13,-1.0
459,-0.008905954544970823,0.008266236869162632,-0.011642351313565917,0.01292518473339266,159811.41,433964.3399999999,167965.0099999999,169990.19999999995,170312.2599999999,8.4,33.1,19.537142857142857,0.0,16.4,108.09999999999962,771.2000000000006,771.2000000000006,3772.5999999999954,15.549207410236795,0.0,14,1.0
464,0.004681507029871486,0.0029007335875205647,-0.004631885670966824,-0.00385459840784786,159811.41,433964.3399999999,167965.0099999999,169990.19999999995,170312.2599999999,8.6,30.2,16.23,147.0,16.1,74.59999999999962,738.4000000000007,738.4000000000007,3725.9999999999955,17.481350267379653,0.0,15,-1.0
465,-0.013621284868377388,-0.017829315353108065,-0.0008117345539383556,-0.020541074847579305,159811.41,433964.3399999999,167965.0099999999,169990.19999999995,170312.2599999999,8.4,30.3,15.648148148148149,116.80000000000001,11.9,202.69999999999962,885.0000000000007,885.0000000000007,3787.5999999999954,18.023409090909066,0.0,16,-1.0
470,-0.0057443002305279595,-0.014696127138656171,-0.01644255419753984,-0.023829889264668627,159811.41,433964.3399999999,167965.0099999999,169990.19999999995,170312.2599999999,8.4,29.6,16.999999999999996,123.69999999999999,14.4,297.89999999999964,887.6000000000006,887.6000000000006,3904.0999999999954,17.869537037037013,0.0,17,1.0
475,0.007325468625218543,-0.012103160530468511,-0.016317667547382547,0.000726104818157389,256492.51,578768.7599999998,424247.6899999999,426429.3799999999,426604.95999999996,8.0,34.5,20.858064516129037,3.0,25.0,387.4999999999996,1008.8000000000006,1008.8000000000006,4019.799999999995,17.103822751322728,0.0,18,1.0
479,0.01701488654359132,0.01858016266684124,0.009409329338593009,0.007620175946627592,256492.51,578768.7599999998,424247.6899999999,426429.3799999999,426604.95999999996,10.9,31.9,19.393939393939394,85.0,16.1,390.4999999999996,1011.6000000000006,1011.6000000000006,3893.499999999995,17.434053166069273,0.0,19,1.0
